Dialogue_ID,split_group,Season,Episode,StartTime,EndTime,Speaker,Utterance,Emotion,Strategy,Utterance_ID,Frame_1,Frame_2,Frame_3,Frame_4,Frame_5,Frame_6,Frame_7,Frame_8,Frame_9,Frame_10,Frame_11,Frame_12,Audio
489,1,2,11,"00:08:32,012","00:08:55,091",Client,"It's all yours. I've just made an ass of myself, haven't I? I bet you're angry.",anger,Approval,4,,,,,,,,,,,,,
489,4,2,11,"00:09:06,971","00:09:16,410",Client,"No, you're furious. I can see it all over your face. But... you just can't express it because you're not supposed to. You want me to go?",anger,Open question,10,,,,,,,,,,,,,
489,5,2,11,"00:09:18,794","00:09:21,768",Client,"You know what? You can stop. Stop, 'cause I'm leaving.",anger,Self-disclosure,15,,,,,,,,,,,,,
489,6,2,11,"00:09:25,708","00:09:27,780",Client,"No, I don't blame you. And it's no big deal.",anger,Restatement,17,,,,,,,,,,,,,
489,11,2,11,"00:10:28,515","00:10:31,218",Client,I saw this show on the TV The other night... BBC.,neutral,Interpretation,23,,,,,,,,,,,,,
490,0,2,11,"00:10:28,515","00:11:12,284",Client,"I saw this show on the TV The other night... BBC. About men and their... specially-made sex dolls. The men pick out the eyes, and the mouth and the body. And they buy them clothes. And then they put lipstick on them and take them out for picnics and bike rides. And they love their girls because they don't talk and they never get pregnant and they don't get mad. And they have three perfect holes that can be repaired. Young and pretty forever.",neutral,Open question,0,,,,,,,,,,,,,
490,1,2,11,"00:11:16,423","00:11:25,873",Client,I was thinking about a receptionist in my office named Stefanie who likes to wear a lot of pink.,neutral,Open question,14,,,,,,,,,,,,,
491,0,2,11,"00:11:16,423","00:11:55,435",Client,"I was thinking about a receptionist in my office named Stefanie who likes to wear a lot of pink. And she's so cute and friendly. All she does is shop online, but nobody wants to fire her because she's just too adorable, you know? And... She recently announced that she's quitting because some idiot proposed. So now I have to go to her engagement party and her bridal shower and her bachelorette party and her wedding. And it's endless torture.",neutral,Approval,0,,,,,,,,,,,,,
491,1,2,11,"00:11:58,286","00:12:16,192",Client,"Three younger sisters and dozens of colleagues. When men look at a woman like Stefanie, they just see the whole package.",disgust,Open question,10,,,,,,,,,,,,,
491,2,2,11,"00:12:20,503","00:12:28,790",Client,"Easy and fun and, you know, wild in bed at night and muffins from scratch in the morning.",neutral,Guiding the Pace and Depth of the Conversation,15,,,,,,,,,,,,,
491,3,2,11,"00:12:36,256","00:12:41,051",Client,"Blonde lawyer, might be fun to fuck, but...",neutral,Open question,19,,,,,,,,,,,,,
491,4,2,11,"00:12:47,093","00:12:48,324",Client,But that's it.,neutral,Open question,22,,,,,,,,,,,,,
492,0,2,11,"00:12:51,149","00:13:05,338",Client,What I usually get... What I usuallygot from men is sex. What did you get from Laura?,depression,Open question,0,,,,,,,,,,,,,
492,1,2,11,"00:13:11,692","00:13:13,402",Client,"Well, you had sex with her.",depression,Open question,4,,,,,,,,,,,,,
492,2,2,11,"00:13:19,801","00:13:40,992",Client,"Well, I did have feelings for you, Paul. Even though it was 20 years ago, you must have noticed. And it sure felt like you had feelings for me. It's such a cliche, isn't it... A young woman falls for her therapist? But if you were gonna get involved with a patient...",depression,Interpretation,6,,,,,,,,,,,,,
492,3,2,11,"00:13:44,101","00:13:55,678",Client,"You didn't. You picked her. You and Laura fucking your brains out. What, on this couch?",depression,Interpretation,12,,,,,,,,,,,,,
493,0,2,11,"00:13:57,928","00:14:03,382",Client,That makes me sick. I don't want to talk about it. Don't make me talk about it.,anger,Open question,0,,,,,,,,,,,,,
493,1,2,11,"00:14:08,443","00:14:17,421",Client,I bet you wanted her from day one. You were smitten. How did you manage to walk her to the door?,depression,Restatement,3,,,,,,,,,,,,,
493,2,2,11,"00:14:22,107","00:14:23,712",Client,She knew how to get to you.,depression,Open question,7,,,,,,,,,,,,,
493,3,2,11,"00:14:28,914","00:14:47,386",Client,"Act helpless and girlish. She probably had slim hips... Smelled like candy apples, wore pink or something. Obviously, I have no idea.",depression,Communication Skills,9,,,,,,,,,,,,,
493,5,2,11,"00:14:53,465","00:15:21,690",Client,"She'd stare at you all googoo-eyed, impressed by your brilliant interpretations, made you feel like the world's best shrink. And then one day her fiance got mad and she fell apart and sobbed. And you felt sorry for her, so you sat next to her.",depression,Communication Skills,15,,,,,,,,,,,,,
493,6,2,11,"00:15:31,253","00:15:36,408",Client,"And you touched her... Her cheek, her tears.",depression,Communication Skills,23,,,,,,,,,,,,,
494,0,2,11,"00:15:37,016","00:15:48,646",Client,"And you realized how young and beautiful and vulnerable she was. And you thought, this is my moment. And you kissed her and there was no turning back.",depression,Open question,0,,,,,,,,,,,,,
494,1,2,11,"00:15:54,923","00:16:18,598",Client,"You had to have her, unwrap her. Take her. And you had to feel her perfect skin and her round ass and her flat stomach. It must've been amazing for you... So forbidden.",depression,Open question,4,,,,,,,,,,,,,
494,2,2,11,"00:16:27,034","00:16:30,253",Client,She probably didn't feel a thing. She's made out of silicone.,depression,Restatement,12,,,,,,,,,,,,,
494,3,2,11,"00:16:34,211","00:16:37,936",Client,It wasn't about the sex for her. It was about winning.,depression,Open question,14,,,,,,,,,,,,,
494,4,2,11,"00:16:41,754","00:16:58,701",Client,You. For those minutes you were hers. Now do you want me to go?,neutral,Self-disclosure,17,,,,,,,,,,,,,
494,5,2,11,"00:17:05,240","00:17:06,240",Client,I don't know.,depression,Self-disclosure,21,,,,,,,,,,,,,
495,0,2,11,"00:17:07,678","00:17:14,009",Client,Maybe you held her gently until she fell asleep.,depression,Open question,0,,,,,,,,,,,,,
495,3,2,11,"00:17:33,467","00:17:34,467",Client,Yes.,depression,Approval,5,,,,,,,,,,,,,
495,5,2,11,"00:17:49,360","00:17:51,832",Client,"You mean, to fall asleep while you hold me?",depression,Interpretation,8,,,,,,,,,,,,,
495,6,2,11,"00:18:01,915","00:18:04,346",Client,That would never happen.,depression,Open question,10,,,,,,,,,,,,,
495,7,2,11,"00:18:07,491","00:18:30,858",Client,"Oh, come on, Paul, just admit that I'm difficult. I push men away. Look at Bennett and Andre... I mean, pick any letter in the alphabet. I've sent them packing. I'm like a knife in your neck. It feels good when it's gone. Right?",depression,Restatement,12,,,,,,,,,,,,,
495,8,2,11,"00:18:33,280","00:18:41,932",Client,Sure. I walk out that door... You feel relief. You want to pretend it never happened.,depression,Self-disclosure,20,,,,,,,,,,,,,
496,0,2,11,"00:18:54,022","00:19:07,444",Client,"You know, it's okay, Paul. You don't have to fake it with me. You kicked me out of here 20 years ago and you never thought about me again. It's okay.",neutral,Open question,0,,,,,,,,,,,,,
496,3,2,11,"00:20:21,895","00:20:53,627",Client,"You kept that all these years? Chopin's raindrop prelude. God, I love this piece, how the eighth notes sound like rain. That's from m a recital. My teacher, Mr. Campbell, put that together. He said that I was the best, but not to tell the others.",joy,Restatement,6,,,,,,,,,,,,,
496,5,2,11,"00:21:03,386","00:21:09,370",Client,I must've been 10. That turned out to be my farewell performance.,joy,Approval,15,,,,,,,,,,,,,
496,7,2,11,"00:21:16,675","00:21:22,558",Client,A few weeks after that recital I was sent to live at my aunt's in new jersey.,neutral,Restatement,19,,,,,,,,,,,,,
496,8,2,11,"00:21:27,182","00:21:28,619",Client,It was only about six months.,neutral,Restatement,22,,,,,,,,,,,,,
497,0,2,11,"00:21:28,812","00:21:35,039",Client,"But when I came back, the piano was gone and twin girls were there.",neutral,Open question,0,,,,,,,,,,,,,
497,1,2,11,"00:21:41,358","00:22:07,325",Client,My dad came to visit me every sunday. He'd bring my favorite candies. I liked those colored dots that were stuck to paper and those bottles filled with that sugary liquid. And he would show me pictures of the twins. And I would tell him that I missed them all and wanted to come home.,neutral,Restatement,3,,,,,,,,,,,,,
497,3,2,11,"00:22:16,090","00:22:20,637",Client,"I don't know. I mean, I'm sure she came, maybe at christmas.",neutral,Open question,13,,,,,,,,,,,,,
497,4,2,11,"00:22:23,640","00:22:38,563",Client,"I went to school. It sure was different from Greenpoint, though. Gosh, it was so clean... And modern. And all the textbooks were new. I didn't really like the kids, though. I thought they were boring.",joy,Approval,16,,,,,,,,,,,,,
497,10,2,11,"00:22:57,256","00:23:00,563",Client,But I was difficult even then.,depression,Restatement,27,,,,,,,,,,,,,
497,11,2,11,"00:23:00,688","00:23:02,538",Client,I was impossible.,depression,Open question,29,,,,,,,,,,,,,
497,12,2,11,"00:23:02,663","00:23:05,297",Client,I fought with my mother all the time.,depression,Open question,31,,,,,,,,,,,,,
497,13,2,11,"00:23:05,422","00:23:07,634",Client,Everything.,depression,Approval,33,,,,,,,,,,,,,
498,0,2,11,"00:23:10,682","00:23:15,642",Client,I don't know why we're talking about this. They didn't do anything wrong and I don't blame them.,depression,Restatement,0,,,,,,,,,,,,,
498,1,2,11,"00:23:19,328","00:23:22,842",Client,I crossed the line. I violated attorney-client privilege.,neutral,Self-disclosure,3,,,,,,,,,,,,,
498,2,2,11,"00:23:25,796","00:23:28,001",Client,"Well, I bet you wanted to, right?",neutral,Self-disclosure,5,,,,,,,,,,,,,
498,6,2,11,"00:23:39,689","00:23:42,157",Client,"Well, I was pretty angry.",neutral,Interpretation,10,,,,,,,,,,,,,
498,8,2,11,"00:23:48,718","00:24:07,861",Client,So you're saying that... my parents were right and Bennett was right; that I'm so fucked up that nobody wants to be with me because I push everyoyone away and I'm demanding and I'm needy and I'm angry and I'm weepy? I'm the seven fucking dwarves.,anger,Interpretation,13,,,,,,,,,,,,,
499,0,2,11,"00:24:47,191","00:24:48,887",Client,I'd better leave.,neutral,Communication Skills,0,,,,,,,,,,,,,
499,2,2,11,"00:24:54,090","00:24:59,986",Client,I have a meeting and I don't want to be late. And you don't want to keep the next one waiting.,neutral,Structuring the therapy,3,,,,,,,,,,,,,
499,4,2,11,"00:25:11,527","00:25:16,029",Client,You owe me the 12 minutes.,neutral,Structuring the therapy,7,,,,,,,,,,,,,
499,6,2,11,"00:25:19,288","00:25:27,118",Client,Okay. Did you have sex with Laura?,neutral,Structuring the therapy,11,,,,,,,,,,,,,
499,8,2,11,"00:25:36,746","00:25:38,355",Client,What a are you talking about?,neutral,Interpretation,15,,,,,,,,,,,,,
499,10,2,11,"00:25:46,260","00:25:52,165",Client,"Is that your answer? 'cause that's a yes. Is it? I mean, did you?",neutral,Communication Skills,18,,,,,,,,,,,,,
499,11,2,11,"00:26:07,353","00:26:11,853",Client,You might want to water the plant outside. I poureded my latte on it.,neutral,Communication Skills,22,,,,,,,,,,,,,
500,0,2,12,"00:01:22,691","00:01:32,414",Client,"Thanks for seeing me. I was on my way to school to turn this in and... I don't know why I did it, but I came here instead.",neutral,Open question,0,,,,,,,,,,,,,
500,3,2,12,"00:01:41,760","00:01:44,371",Client,"No, go ahead if you're interested in shit.",disgust,Approval,6,,,,,,,,,,,,,
500,4,2,12,"00:02:08,854","00:02:13,305",Client,It's supposed to be a World Trade Center memorial... Of course.,neutral,Open question,8,,,,,,,,,,,,,
500,5,2,12,"00:02:16,549","00:02:26,959",Client,Because god forbid any architecture student in the country gets another assignment ever again. I'm sorry. I'm an asshole. Don't listen to me.,disgust,Approval,11,,,,,,,,,,,,,
501,0,2,12,"00:02:39,850","00:02:41,033",Client,I'm so tired.,neutral,Open question,0,,,,,,,,,,,,,
501,1,2,12,"00:02:44,121","00:02:59,372",Client,"No, not at all. Between my anxiety and my lymphoma there's just never a good time. That was supposed to be a joke. Was it funny?",neutral,Self-disclosure,2,,,,,,,,,,,,,
501,2,2,12,"00:03:02,475","00:03:43,093",Client,"Neither do i. Can I just... Do you mind? I tried so hard to sleep last night. It was 2:00 a.m., I was out of ideas and my hands were shaking so badly, I was afraid I'd wreck the whole thing if I tried to keep working on it, so I put it in the box. I changed my sheets, I... lit candles, put on music. It sounds like I was trying to seduce myself.",neutral,Open question,8,,,,,,,,,,,,,
501,3,2,12,"00:03:49,810","00:04:19,951",Client,"I couldn't. My heart was racing and it felt like... I don't know. It felt like it wasn't blood running through my veins, it was something else... Fire, poison. I just... I wanted to... open myself up and get it all out somehow. Slit my wrists or take off my own head. I would never. Don't worry. I'm just trying to describe how it felt.",depression,Approval,19,,,,,,,,,,,,,
501,4,2,12,"00:04:23,771","00:04:27,715",Client,I can't have another one like that. I will lose my mind.,depression,Restatement,29,,,,,,,,,,,,,
501,6,2,12,"00:04:34,284","00:04:36,021",Client,Chemo.,depression,Restatement,33,,,,,,,,,,,,,
501,7,2,12,"00:04:38,049","00:04:39,799",Client,Same thing.,depression,Interpretation,35,,,,,,,,,,,,,
501,9,2,12,"00:04:47,367","00:04:48,367",Client,Touché.,neutral,Advisement,38,,,,,,,,,,,,,
502,0,2,12,"00:04:49,945","00:05:07,469",Client,"I had this thought last night... I just kept thinking it over and over. It used to happen to me a lot when I was a kid. The summer before I went to high school, I got this song stuck in my head and I couldn't get it out. I really thought I was going insane.",depression,Open question,0,,,,,,,,,,,,,
502,2,2,12,"00:05:12,016","00:05:15,731",Client,Like falling... Into nothing.,depression,Guiding the Pace and Depth of the Conversation,8,,,,,,,,,,,,,
502,5,2,12,"00:05:30,364","00:05:58,023",Client,"I wanted to go home. I really wished I could go home. And then I thought, You can't go home. Your home is so long ago and so far away. And then I just kept thinking, Your home is so long ago and so far away. Your home is so long ago and so far away.",depression,Open question,13,,,,,,,,,,,,,
502,8,2,12,"00:06:11,288","00:06:13,078",Client,Can I tell you in a moment?,depression,Open question,26,,,,,,,,,,,,,
503,0,2,12,"00:06:13,416","00:06:23,529",Client,I mean... Can I just... I just need to close my eyes for a second. I'm so tired. What time is it?,depression,Communication Skills,0,,,,,,,,,,,,,
503,1,2,12,"00:06:25,263","00:06:27,808",Client,Really? Already?,neutral,Interpretation,5,,,,,,,,,,,,,
503,3,2,12,"00:06:34,285","00:06:41,521",Client,"Perfect. Could you... Could you wake me at 8:00, would you mind?",neutral,Communication Skills,8,,,,,,,,,,,,,
503,7,2,12,"00:08:00,073","00:08:01,373",Client,What time is it?,neutral,Communication Skills,15,,,,,,,,,,,,,
503,8,2,12,"00:08:10,110","00:09:27,753",Client,Good. It's over. This project was due yesterday but my professor said we had until 8:00 in the morning to turn it in. It was hideous. It looks better now.,neutral,Open question,17,,,,,,,,,,,,,
503,9,2,12,"00:09:31,119","00:09:43,307",Client,It didn't work at all. The dimensions were all off. I relied too much on negative space. It was just sitting there. I couldn't make it soar.,disgust,Self-disclosure,24,,,,,,,,,,,,,
504,0,2,12,"00:09:56,999","00:10:10,605",Client,"I did I did fall asleep last night. I just rembered a dream I had. I was on top of the model, but it was life-size, and I fell. Do you ever get those? Falling dreams?",sadness,Approval,0,,,,,,,,,,,,,
504,1,2,12,"00:10:13,176","00:10:14,926",Client,I get those all the time.,sadness,Open question,6,,,,,,,,,,,,,
504,2,2,12,"00:10:18,321","00:10:29,053",Client,"I don't know. My heart is pounding, and I feel like... I don't even know how to describe it. It's a kind of joy.",neutral,Open question,8,,,,,,,,,,,,,
504,5,2,12,"00:10:44,980","00:10:46,480",Client,What does that mean?,neutral,Interpretation,15,,,,,,,,,,,,,
504,11,2,12,"00:11:03,344","00:11:06,658",Client,Why are you telling me that? Is that supposed to help me?,disgust,Interpretation,22,,,,,,,,,,,,,
504,12,2,12,"00:11:09,644","00:11:13,001",Client,But it's in my head now. You put it in my head. Now I have to think about it.,disgust,Restatement,24,,,,,,,,,,,,,
504,13,2,12,"00:11:13,169","00:11:15,730",Client,What?,disgust,Restatement,27,,,,,,,,,,,,,
505,0,2,12,"00:11:20,551","00:11:58,148",Client,"Don't say that. You... You have no idea what you're talking about. Have you ever been on a subway car that breaks dow and there's some guy... some shy-looking kid who starts repeating something to himself over and over, like, 7:15, 59th and Lex. 7:15, 59th and Lex, over and over, louder and louder until just saying the words isn't enough and he starts hitting himself and thrashing around and finally has to be subdued and tranquilized? That is what it means to have obsessive thoughts. I just like thinking things through.",anger,Restatement,0,,,,,,,,,,,,,
505,2,2,12,"00:12:07,557","00:12:12,944",Client,"Well, he can't describe how he feels, so... he needs someone to interpret it for him.",anger,Approval,14,,,,,,,,,,,,,
505,7,2,12,"00:12:38,636","00:12:42,084",Client,I don't... I'm sorry for losing my temper.,neutral,Interpretation,21,,,,,,,,,,,,,
506,0,2,12,"00:12:52,228","00:12:54,736",Client,I did fall out of a building once.,neutral,Open question,0,,,,,,,,,,,,,
506,1,2,12,"00:12:55,872","00:14:18,851",Client,"We were on vacation in Miami. I was only 10. My mother is obsessed with Cuba... Cuban music, Cuban food, Cuban culture. Anyway, we were down there without my brother. We left him... For the first time ever, I think... with my grandparents, just me and my folks. I remember this one night there was a band playing Cuban music down below and my parents started to dance right there in the hotel room. I went over to the window so that I could watch them dance and feel the... The breeze from the ocean on my back at the same time. Somehow... I don't even know how it happened... I fell out the window. I must've just leaned back and fallen. I landed on the... What's the word? The awning one floor below. I mean, I was fine. I just laid there for a second, I looked up at the window and then I slid off and landed on the sidewalk.",depression,Open question,2,,,,,,,,,,,,,
506,2,2,12,"00:14:24,706","00:14:41,793",Client,I remember as soon as my feet hit the sidewalk I started to bawl. Then I walked back into the hotel and I rode the elevator up. I looked in the mirror and I made myself stop crying.,neutral,Open question,28,,,,,,,,,,,,,
506,3,2,12,"00:14:46,720","00:14:55,456",Client,"I just looked at myself and I said, April you have to stop, and I did. I can still do that.",neutral,Open question,34,,,,,,,,,,,,,
507,0,2,12,"00:14:59,894","00:15:09,749",Client,"When I walked back into the room, my mother... Had her head on my dad's shoulder. They were still dancing.",depression,Guiding the Pace and Depth of the Conversation,0,,,,,,,,,,,,,
507,1,2,12,"00:15:13,044","00:15:16,244",Client,No.,depression,Guiding the Pace and Depth of the Conversation,4,,,,,,,,,,,,,
507,2,2,12,"00:15:21,079","00:15:23,014",Client,What?,depression,Interpretation,6,,,,,,,,,,,,,
507,4,2,12,"00:15:27,489","00:15:43,113",Client,"She was so happy. The way she held my father in that room, the way they swayed, my mother closed her eyes as they swayed. My mother never closes her eyes.",depression,Open question,9,,,,,,,,,,,,,
507,5,2,12,"00:15:45,797","00:16:18,798",Client,"She can't take them off Daniel. I'm not an empathetic person. I'm really not. You asked me where home was for me. It was there, in Miami. That's the place I want to go back to... that room with my parents.",depression,Restatement,15,,,,,,,,,,,,,
507,6,2,12,"00:16:19,435","00:16:21,285",Client,Right.,neutral,Restatement,24,,,,,,,,,,,,,
508,0,2,12,"00:16:24,732","00:16:49,374",Client,"Did you ever read that book On the beach? It's about the nuclear holocaust and these people are waiting for the radiation to reach Australia, but they're happy. They fall in love. They buy benches for their gardens. They don't think about the future. I was reading that while we were down there.",neutral,Restatement,0,,,,,,,,,,,,,
508,1,2,12,"00:16:52,036","00:17:43,067",Client,"I used to be precocious. And that's what I had hoped would happen... a nuclear war would destroy everything else in the world, and we could just stay on the beach. We couldn't stay. We had to get back. Daniel had stopped eating, gone back to hitting himself. My grandparents called in a panic. My mother went to the airport and got the next flight home. My dad and I drove back that night. Daniel wouldn't even look at us. He couldn't speak. It was like we had set him back three years. My mother never forgave herself for that trip.",neutral,Approval,9,,,,,,,,,,,,,
508,6,2,12,"00:18:02,859","00:18:04,787",Client,Why would I be jealous of Daniel?,neutral,Interpretation,28,,,,,,,,,,,,,
509,0,2,12,"00:18:18,565","00:18:35,109",Client,"You can't blame her for that. Jesus, don't talk about her like that. How am I talking about her? As if she was a bad mother. She's a great mother. She gave me my confidence, told me how smart I was. She made me feel like I could do anything.",anger,Interpretation,0,,,,,,,,,,,,,
509,2,2,12,"00:18:40,617","00:18:42,159",Client,I'm not going to do this.,anger,Open question,9,,,,,,,,,,,,,
509,3,2,12,"00:18:42,284","00:18:54,540",Client,"Slam my mother. She may not have been perfect, but she did her best. She could have been a professional ballerina. She trained at Juilliard, but she gave all of that up so that Daniel could have some semblance of a normal life...",anger,Approval,11,,,,,,,,,,,,,
509,4,2,12,"00:18:54,665","00:19:05,421",Client,... that he could not feel like such a freak. So don't sit there and tell me she made all these mistakes. She didn't have a choice.,anger,Interpretation,17,,,,,,,,,,,,,
509,6,2,12,"00:19:10,814","00:19:16,796",Client,"Well, how much more can she take? It's not your fault that she had to deal with Daniel. Lately Daniel has been doing so much better.",anger,Interpretation,23,,,,,,,,,,,,,
510,0,2,12,"00:19:16,921","00:19:31,981",Client,"She finally has some time on her hands. He's living in this group situation, he's got a job at the library stacking books, and she has started to teach a dance class for little kids. I went to meet her there. She is having such a great time. I am not gonna take that away from her.",anger,Open question,0,,,,,,,,,,,,,
510,1,2,12,"00:19:32,106","00:19:38,169",Client,She would stop teaching the class. She'd think she has to drop everything to take care of me.,anger,Advisement,7,,,,,,,,,,,,,
510,3,2,12,"00:19:43,858","00:19:46,347",Client,She is finally getting the chance to live a little.,anger,Approval,11,,,,,,,,,,,,,
510,15,2,12,"00:20:27,203","00:20:28,733",Client,I can't.,anger,Approval,24,,,,,,,,,,,,,
510,16,2,12,"00:20:28,858","00:20:30,092",Client,It's too horrible.,anger,Approval,26,,,,,,,,,,,,,
511,0,2,12,"00:20:30,217","00:20:35,161",Client,What am I supposed to say? How am I supposed to tell her that her daughter...,anger,Restatement,0,,,,,,,,,,,,,
511,2,2,12,"00:20:37,304","00:20:43,111",Client,"That I have cancer? No, I can't. It's too horrible.",anger,Interpretation,4,,,,,,,,,,,,,
511,4,2,12,"00:20:51,733","00:21:03,607",Client,"When you say it, it makes sense... just pick up the phone and tell her. But I know that once I leave here, I won't be able to.",anger,Advisement,8,,,,,,,,,,,,,
511,5,2,12,"00:21:05,858","00:21:06,636",Client,Now?,neutral,Communication Skills,12,,,,,,,,,,,,,
512,0,2,12,"00:21:11,489","00:21:39,519",Client,She'll just be leaving for work. Can I use your phone again?,neutral,Communication Skills,0,,,,,,,,,,,,,
512,2,2,12,"00:22:50,701","00:22:51,701",Client,Thank you.,neutral,Open question,4,,,,,,,,,,,,,
512,3,2,12,"00:22:54,486","00:23:04,710",Client,"She was in the car. She wanted to call me back... It's illegal to talk and drive at the same time. With my dad in the army, she follows the law.",neutral,Advisement,6,,,,,,,,,,,,,
512,4,2,12,"00:23:11,670","00:23:17,075",Client,"No, I'm so tired. I'm gonna take a nap and call her when I get up.",neutral,Advisement,11,,,,,,,,,,,,,
513,1,2,14,"00:02:06,194","00:02:09,128",Client,I'm not gone three days and all hell breaks loose.,neutral,Communication Skills,1,,,,,,,,,,,,,
513,2,2,14,"00:02:13,140","00:02:28,064",Client,"We can reschedule. We've already rescheduled. I was supposed to be here at 6:00. It's 8:00. No, it's after 8:00. I'm really sorry. And I appreciate you're seeing me later. I know you must have a life outside of here.",neutral,Communication Skills,3,,,,,,,,,,,,,
513,3,2,14,"00:02:30,798","00:02:41,095",Client,"If you understood... if you really understood how loath I am to be late. I'm really sorry. This isn't me at all. Really, it's fine. Here.",disgust,Open question,11,,,,,,,,,,,,,
513,4,2,14,"00:02:42,024","00:02:43,537",Client,It's for your time.,neutral,Open question,16,,,,,,,,,,,,,
513,5,2,14,"00:02:44,899","00:02:51,623",Client,"No, it's not for the session. I'll write a check for that. This is... This is just something extra for you.",neutral,Communication Skills,18,,,,,,,,,,,,,
513,6,2,14,"00:02:58,719","00:03:03,682",Client,"Someone... Unimpeachable, huh? I like that.",neutral,Open question,21,,,,,,,,,,,,,
513,7,2,14,"00:03:04,207","00:03:13,067",Client,"I wasn't trying to bribe you. I mean, I'm... That's not the way I operate. Although, I tell you, sometimes it might be easier for me if I did.",neutral,Approval,24,,,,,,,,,,,,,
513,10,2,14,"00:03:16,925","00:03:22,061",Client,Exactly. I know you value your time and I've wasted some of it.,neutral,Interpretation,30,,,,,,,,,,,,,
513,12,2,14,"00:03:24,538","00:04:21,315",Client,"Well, that's good. You're a straight shooter. That's a rare thing these days, someone who's dependable. I had to come to a walk-up in Brooklyn to find it, but... Marie, I said no calls, for Christ's sake! Can't... Are you sure? That son of a bitch. No, don't let him know that you've reached me. Just let him think I'm walking into it. I'll call you from the car. Just give me a half hour of peace. Can you do that? Unbelievable. This little pisser... Jace! He's not even half my age and somehow he thinks he's gonna use this to bring me down. He's so self-deluded he actually thinks they're gonna give him my job.",neutral,Communication Skills,34,,,,,,,,,,,,,
513,13,2,14,"00:04:21,807","00:04:24,054",Client,It's my own fault.,anger,Communication Skills,53,,,,,,,,,,,,,
514,0,2,14,"00:04:24,223","00:04:35,676",Client,"In a way. I mean, he was very bright, eager, good schools. I brought him into the company. But he's green. He's in over his head. It's...",anger,Guiding the Pace and Depth of the Conversation,0,,,,,,,,,,,,,
514,3,2,14,"00:04:45,770","00:04:59,632",Client,"No, Paul, it's not breaking. It's already broke. We cull ingredients from all over the world: China, Brazil, Indonesia. Somehow something got into the pipeline.",anger,Open question,7,,,,,,,,,,,,,
514,4,2,14,"00:05:02,351","00:05:11,665",Client,it could be contaminated milk powder or bacteria from one of the factories. It could be a cheap lubricant leeching into the machinery...,anger,Advisement,14,,,,,,,,,,,,,
514,6,2,14,"00:05:19,341","00:05:50,015",Client,"Reschedule?! When? It's not gonna get any better tomorrow or the day after. Paul, I'm going into combat in an hour. And if I... if I don't talk to you now, it might be another month before I get a chance. It's off, okay? Both of them.",anger,Advisement,19,,,,,,,,,,,,,
515,0,2,14,"00:05:53,723","00:05:55,721",Client,Can I get a glass of water?,neutral,Communication Skills,0,,,,,,,,,,,,,
515,1,2,14,"00:06:01,433","00:06:11,499",Client,"I hate this stuff. Connie's always telling me I should drink more of it. So does my doctor, but I don't have time for it.",neutral,Restatement,2,,,,,,,,,,,,,
515,2,2,14,"00:06:16,830","00:06:20,671",Client,"Sometimes no, I don't. And this week, it's a good thing anyway, where I was.",neutral,Open question,6,,,,,,,,,,,,,
515,3,2,14,"00:06:24,737","00:06:36,729",Client,I spent the last 44 out of 72 hours in an airplane. And the hours waiting for the six flights were no barrel of laughs either.,neutral,Restatement,9,,,,,,,,,,,,,
515,5,2,14,"00:06:41,899","00:06:42,670",Client,What?,neutral,Restatement,15,,,,,,,,,,,,,
515,8,2,14,"00:06:55,660","00:06:57,207",Client,I wasn't flying for the company.,neutral,Restatement,19,,,,,,,,,,,,,
515,9,2,14,"00:06:57,572","00:07:00,794",Client,"No, I flew to Rwanda to get Natalie.",anger,Open question,21,,,,,,,,,,,,,
515,10,2,14,"00:07:07,980","00:07:12,723",Client,"No, she didn't say so. But I knew that she was in trouble.",neutral,Restatement,23,,,,,,,,,,,,,
515,12,2,14,"00:07:19,400","00:07:22,860",Client,"She didn't have to. Look, Paul, she's... she's my daughter.",disgust,Restatement,27,,,,,,,,,,,,,
516,0,2,14,"00:07:19,400","00:08:07,277",Client,"She didn't have to. Look, Paul, she's... she's my daughter. And until she went to Rwanda, I had spoken with her every day of her life. Wherever I was in the world, I'd call her at bedtime and tell her I loved her. Before she could talk, I made these little clicking noises. Then after she went to Rwanda, we emailed every day. Suddenly, Suddenly a week ago, she writes her mother but not me. Connie doesn't do email so I had to print the letters out for her. And she was asking Connie if I was all right, if the company was really complicit in this baby formula mess. It was crazy talk.",disgust,Interpretation,0,,,,,,,,,,,,,
516,1,2,14,"00:08:10,882","00:08:13,715",Client,"Well, Paul, don't you think I know my own daughter?",anger,Interpretation,19,,,,,,,,,,,,,
516,5,2,14,"00:08:25,732","00:08:32,845",Client,"The emails, her voice wasn't her voice. She would never doubt her father.",anger,Interpretation,24,,,,,,,,,,,,,
517,0,2,14,"00:08:33,093","00:08:41,687",Client,"Now I'm not saying she's being brainwashed, but I knew she was hiding something and once I got there I found out I was right.",neutral,Open question,0,,,,,,,,,,,,,
517,1,2,14,"00:08:41,856","00:08:57,369",Client,"To start with, she cut all her hair off. She'd always had this long auburn hair, like my mother's when she was that age. Well, that's gone now. Don't you think that's disturbing?",anger,Approval,4,,,,,,,,,,,,,
